,date,time,temperature_celsius,weather,wind_speed_km,wind_direction,humidity,barometer_mbar,visibility,degree,Cleaned Wind Direction,alerta_crecida,TIME,HEIGH_m
24713,2024-11-11,12:00:00,25,Cloudy,9,Wind blowing from 40° Northeast to Southwest,0.79,1010,,40.0,Northeast,NO,,0.57
24711,2024-11-11,13:00:00,24,Cloudy,26,Wind blowing from 100° East to West,0.78,1009,,100.0,East,NO,,0.57
24717,2024-11-11,13:00:00,26,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.79,1009,,50.0,Northeast,NO,,0.57
24712,2024-11-11,14:00:00,24,Cloudy,30,Wind blowing from 110° East-southeast to West-northwest,0.78,1009,,110.0,East,NO,13:37:00,0.64
24709,2024-11-11,15:00:00,24,Cloudy,24,Wind blowing from 110° East-southeast to West-northwest,0.78,1008,,110.0,East,NO,,0.64
24708,2024-11-11,16:00:00,24,Cloudy,30,Wind blowing from 100° East to West,0.78,1007,,100.0,East,NO,,0.64
24707,2024-11-11,17:00:00,25,Clear,22,Wind blowing from 100° East to West,0.69,1007,16.0,100.0,East,NO,,0.64
24693,2024-11-11,19:00:00,25,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.69,1010,,50.0,Northeast,NO,,0.64
24694,2024-11-11,20:00:00,25,Clear,9,Wind blowing from 90° East to West,0.74,1010,16.0,90.0,East,NO,,0.64
24695,2024-11-11,21:00:00,23,Clear,9,Wind blowing from 130° Southeast to Northwest,0.83,1010,8.0,130.0,Southeast,NO,20:42:00,0.37
24696,2024-11-11,22:00:00,23,Clear,15,Wind blowing from 120° East-southeast to West-northwest,0.83,1011,8.0,120.0,Southeast,NO,,0.37
24722,2024-11-12,00:00:00,24,Clear,15,Wind blowing from 100° East to West,0.83,1010,9.0,100.0,East,NO,,0.37
24728,2024-11-12,00:00:00,23,Clear,13,Wind blowing from 120° East-southeast to West-northwest,0.89,1010,8.0,120.0,Southeast,NO,,0.37
24737,2024-11-12,00:00:00,25,Light Rain,20,Wind blowing from 90° East to West,0.83,1006,9.0,90.0,East,NO,,0.37
24721,2024-11-12,01:00:00,24,Cloudy,13,Wind blowing from 70° East-northeast to West-southwest,0.78,1010,,70.0,East,NO,,0.37
24720,2024-11-12,02:00:00,24,Cloudy,11,Wind blowing from 50° Northeast to Southwest,0.78,1010,,50.0,Northeast,NO,,0.37
24719,2024-11-12,03:00:00,24,Cloudy,11,Wind blowing from 20° North-northeast to South-southwest,0.78,1010,,20.0,North,NO,,0.37
24718,2024-11-12,04:00:00,24,Cloudy,15,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,03:46:00,1.46
24727,2024-11-12,05:00:00,24,Cloudy,19,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,1.46
24729,2024-11-12,06:00:00,24,Cloudy,17,Wind blowing from 350° North to South,0.83,1009,,350.0,North,NO,,1.46
24732,2024-11-12,07:00:00,23,Cloudy,15,Wind blowing from 340° North-northwest to South-southeast,0.89,1009,,340.0,North,NO,,1.46
24731,2024-11-12,08:00:00,23,Cloudy,17,Wind blowing from 340° North-northwest to South-southeast,0.83,1009,,340.0,North,NO,,1.46
24741,2024-11-12,09:00:00,24,Cloudy,9,Wind blowing from 0° North to South,0.83,1010,,0.0,North,NO,,1.46
24740,2024-11-12,10:00:00,25,Cloudy,7,Wind blowing from 30° North-northeast to South-southwest,0.79,1009,,30.0,Northeast,NO,,1.46
24739,2024-11-12,11:00:00,24,Cloudy,9,Wind blowing from 30° North-northeast to South-southwest,0.83,1010,,30.0,Northeast,NO,,1.46
24738,2024-11-12,12:00:00,25,Cloudy,9,Wind blowing from 40° Northeast to Southwest,0.79,1010,,40.0,Northeast,NO,12:09:00,0.52
24736,2024-11-12,13:00:00,24,Cloudy,26,Wind blowing from 100° East to West,0.78,1009,,100.0,East,NO,,0.52
24742,2024-11-12,13:00:00,26,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.79,1009,,50.0,Northeast,NO,,0.52
24730,2024-11-12,14:00:00,24,Cloudy,30,Wind blowing from 110° East-southeast to West-northwest,0.78,1009,,110.0,East,NO,,0.52
24735,2024-11-12,15:00:00,24,Cloudy,24,Wind blowing from 110° East-southeast to West-northwest,0.78,1008,,110.0,East,NO,15:21:00,0.62
24734,2024-11-12,16:00:00,24,Cloudy,30,Wind blowing from 100° East to West,0.78,1007,,100.0,East,NO,,0.62
24733,2024-11-12,17:00:00,25,Clear,22,Wind blowing from 100° East to West,0.69,1007,16.0,100.0,East,NO,,0.62
24723,2024-11-12,19:00:00,25,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.69,1010,,50.0,Northeast,NO,,0.62
24726,2024-11-12,20:00:00,25,Clear,9,Wind blowing from 90° East to West,0.74,1010,16.0,90.0,East,NO,,0.62
24725,2024-11-12,21:00:00,23,Clear,9,Wind blowing from 130° Southeast to Northwest,0.83,1010,8.0,130.0,Southeast,NO,,0.62
24724,2024-11-12,22:00:00,23,Clear,15,Wind blowing from 120° East-southeast to West-northwest,0.83,1011,8.0,120.0,Southeast,NO,21:44:00,0.37
24748,2024-11-13,00:00:00,23,Clear,13,Wind blowing from 120° East-southeast to West-northwest,0.89,1010,8.0,120.0,Southeast,NO,,0.37
24753,2024-11-13,00:00:00,24,Clear,15,Wind blowing from 100° East to West,0.83,1010,9.0,100.0,East,NO,,0.37
24757,2024-11-13,00:00:00,25,Light Rain,20,Wind blowing from 90° East to West,0.83,1006,9.0,90.0,East,NO,,0.37
24747,2024-11-13,01:00:00,24,Cloudy,13,Wind blowing from 70° East-northeast to West-southwest,0.78,1010,,70.0,East,NO,,0.37
24746,2024-11-13,02:00:00,24,Cloudy,11,Wind blowing from 50° Northeast to Southwest,0.78,1010,,50.0,Northeast,NO,,0.37
24745,2024-11-13,03:00:00,24,Cloudy,11,Wind blowing from 20° North-northeast to South-southwest,0.78,1010,,20.0,North,NO,,0.37
24744,2024-11-13,04:00:00,24,Cloudy,15,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,0.37
24743,2024-11-13,05:00:00,24,Cloudy,19,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,04:55:00,1.45
24752,2024-11-13,06:00:00,24,Cloudy,17,Wind blowing from 350° North to South,0.83,1009,,350.0,North,NO,,1.45
24755,2024-11-13,07:00:00,23,Cloudy,15,Wind blowing from 340° North-northwest to South-southeast,0.89,1009,,340.0,North,NO,,1.45
24762,2024-11-13,08:00:00,23,Cloudy,17,Wind blowing from 340° North-northwest to South-southeast,0.83,1009,,340.0,North,NO,,1.45
24756,2024-11-13,09:00:00,24,Cloudy,9,Wind blowing from 0° North to South,0.83,1010,,0.0,North,NO,,1.45
24766,2024-11-13,10:00:00,25,Cloudy,7,Wind blowing from 30° North-northeast to South-southwest,0.79,1009,,30.0,Northeast,NO,,1.45
24765,2024-11-13,11:00:00,24,Cloudy,9,Wind blowing from 30° North-northeast to South-southwest,0.83,1010,,30.0,Northeast,NO,,1.45
24764,2024-11-13,12:00:00,25,Cloudy,9,Wind blowing from 40° Northeast to Southwest,0.79,1010,,40.0,Northeast,NO,,1.45
24763,2024-11-13,13:00:00,26,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.79,1009,,50.0,Northeast,NO,13:05:00,0.48
24767,2024-11-13,13:00:00,24,Cloudy,26,Wind blowing from 100° East to West,0.78,1009,,100.0,East,NO,13:05:00,0.48
24761,2024-11-13,14:00:00,24,Cloudy,30,Wind blowing from 110° East-southeast to West-northwest,0.78,1009,,110.0,East,NO,,0.48
24760,2024-11-13,15:00:00,24,Cloudy,24,Wind blowing from 110° East-southeast to West-northwest,0.78,1008,,110.0,East,NO,,0.48
24759,2024-11-13,16:00:00,24,Cloudy,30,Wind blowing from 100° East to West,0.78,1007,,100.0,East,NO,,0.48
24758,2024-11-13,17:00:00,25,Clear,22,Wind blowing from 100° East to West,0.69,1007,16.0,100.0,East,NO,17:15:00,0.69
24754,2024-11-13,19:00:00,25,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.69,1010,,50.0,Northeast,NO,,0.69
24751,2024-11-13,20:00:00,25,Clear,9,Wind blowing from 90° East to West,0.74,1010,16.0,90.0,East,NO,,0.69
24750,2024-11-13,21:00:00,23,Clear,9,Wind blowing from 130° Southeast to Northwest,0.83,1010,8.0,130.0,Southeast,NO,,0.69
24749,2024-11-13,22:00:00,23,Clear,15,Wind blowing from 120° East-southeast to West-northwest,0.83,1011,8.0,120.0,Southeast,NO,,0.69
24773,2024-11-14,00:00:00,23,Clear,13,Wind blowing from 120° East-southeast to West-northwest,0.89,1010,8.0,120.0,Southeast,NO,,0.69
24774,2024-11-14,00:00:00,24,Clear,15,Wind blowing from 100° East to West,0.83,1010,9.0,100.0,East,NO,,0.69
24780,2024-11-14,00:00:00,25,Light Rain,20,Wind blowing from 90° East to West,0.83,1006,9.0,90.0,East,NO,,0.69
24775,2024-11-14,01:00:00,24,Cloudy,13,Wind blowing from 70° East-northeast to West-southwest,0.78,1010,,70.0,East,NO,,0.69
24776,2024-11-14,02:00:00,24,Cloudy,11,Wind blowing from 50° Northeast to Southwest,0.78,1010,,50.0,Northeast,NO,,0.69
24777,2024-11-14,03:00:00,24,Cloudy,11,Wind blowing from 20° North-northeast to South-southwest,0.78,1010,,20.0,North,NO,,0.69
24768,2024-11-14,04:00:00,24,Cloudy,15,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,0.69
24778,2024-11-14,05:00:00,24,Cloudy,19,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,0.69
24779,2024-11-14,06:00:00,24,Cloudy,17,Wind blowing from 350° North to South,0.83,1009,,350.0,North,NO,06:00:00,1.44
24781,2024-11-14,07:00:00,23,Cloudy,15,Wind blowing from 340° North-northwest to South-southeast,0.89,1009,,340.0,North,NO,,1.44
24791,2024-11-14,08:00:00,23,Cloudy,17,Wind blowing from 340° North-northwest to South-southeast,0.83,1009,,340.0,North,NO,,1.44
24790,2024-11-14,09:00:00,24,Cloudy,9,Wind blowing from 0° North to South,0.83,1010,,0.0,North,NO,,1.44
24789,2024-11-14,10:00:00,25,Cloudy,7,Wind blowing from 30° North-northeast to South-southwest,0.79,1009,,30.0,Northeast,NO,,1.44
24788,2024-11-14,11:00:00,24,Cloudy,9,Wind blowing from 30° North-northeast to South-southwest,0.83,1010,,30.0,Northeast,NO,,1.44
24787,2024-11-14,12:00:00,25,Cloudy,9,Wind blowing from 40° Northeast to Southwest,0.79,1010,,40.0,Northeast,NO,,1.44
24785,2024-11-14,13:00:00,24,Cloudy,26,Wind blowing from 100° East to West,0.78,1009,,100.0,East,NO,,1.44
24792,2024-11-14,13:00:00,26,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.79,1009,,50.0,Northeast,NO,,1.44
24786,2024-11-14,14:00:00,24,Cloudy,30,Wind blowing from 110° East-southeast to West-northwest,0.78,1009,,110.0,East,NO,13:53:00,0.46
24784,2024-11-14,15:00:00,24,Cloudy,24,Wind blowing from 110° East-southeast to West-northwest,0.78,1008,,110.0,East,NO,,0.46
24783,2024-11-14,16:00:00,24,Cloudy,30,Wind blowing from 100° East to West,0.78,1007,,100.0,East,NO,,0.46
24782,2024-11-14,17:00:00,25,Clear,22,Wind blowing from 100° East to West,0.69,1007,16.0,100.0,East,NO,,0.46
24769,2024-11-14,19:00:00,25,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.69,1010,,50.0,Northeast,NO,,0.46
24770,2024-11-14,20:00:00,25,Clear,9,Wind blowing from 90° East to West,0.74,1010,16.0,90.0,East,NO,,0.46
24771,2024-11-14,21:00:00,23,Clear,9,Wind blowing from 130° Southeast to Northwest,0.83,1010,8.0,130.0,Southeast,NO,,0.46
24772,2024-11-14,22:00:00,23,Clear,15,Wind blowing from 120° East-southeast to West-northwest,0.83,1011,8.0,120.0,Southeast,NO,,0.46
24797,2024-11-15,00:00:00,24,Clear,15,Wind blowing from 100° East to West,0.83,1010,9.0,100.0,East,NO,00:27:00,0.41
24803,2024-11-15,00:00:00,23,Clear,13,Wind blowing from 120° East-southeast to West-northwest,0.89,1010,8.0,120.0,Southeast,NO,00:27:00,0.41
24805,2024-11-15,00:00:00,25,Light Rain,20,Wind blowing from 90° East to West,0.83,1006,9.0,90.0,East,NO,00:27:00,0.41
24793,2024-11-15,01:00:00,24,Cloudy,13,Wind blowing from 70° East-northeast to West-southwest,0.78,1010,,70.0,East,NO,,0.41
24796,2024-11-15,02:00:00,24,Cloudy,11,Wind blowing from 50° Northeast to Southwest,0.78,1010,,50.0,Northeast,NO,,0.41
24795,2024-11-15,03:00:00,24,Cloudy,11,Wind blowing from 20° North-northeast to South-southwest,0.78,1010,,20.0,North,NO,,0.41
24794,2024-11-15,04:00:00,24,Cloudy,15,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,0.41
24798,2024-11-15,05:00:00,24,Cloudy,19,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,0.41
24804,2024-11-15,06:00:00,24,Cloudy,17,Wind blowing from 350° North to South,0.83,1009,,350.0,North,NO,,0.41
24817,2024-11-15,07:00:00,23,Cloudy,15,Wind blowing from 340° North-northwest to South-southeast,0.89,1009,,340.0,North,NO,06:59:00,1.42
24806,2024-11-15,08:00:00,23,Cloudy,17,Wind blowing from 340° North-northwest to South-southeast,0.83,1009,,340.0,North,NO,,1.42
24807,2024-11-15,09:00:00,24,Cloudy,9,Wind blowing from 0° North to South,0.83,1010,,0.0,North,NO,,1.42
24808,2024-11-15,10:00:00,25,Cloudy,7,Wind blowing from 30° North-northeast to South-southwest,0.79,1009,,30.0,Northeast,NO,,1.42
24809,2024-11-15,11:00:00,24,Cloudy,9,Wind blowing from 30° North-northeast to South-southwest,0.83,1010,,30.0,Northeast,NO,,1.42
24810,2024-11-15,12:00:00,25,Cloudy,9,Wind blowing from 40° Northeast to Southwest,0.79,1010,,40.0,Northeast,NO,,1.42
24811,2024-11-15,13:00:00,26,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.79,1009,,50.0,Northeast,NO,,1.42
24812,2024-11-15,13:00:00,24,Cloudy,26,Wind blowing from 100° East to West,0.78,1009,,100.0,East,NO,,1.42
24813,2024-11-15,14:00:00,24,Cloudy,30,Wind blowing from 110° East-southeast to West-northwest,0.78,1009,,110.0,East,NO,,1.42
24814,2024-11-15,15:00:00,24,Cloudy,24,Wind blowing from 110° East-southeast to West-northwest,0.78,1008,,110.0,East,NO,14:38:00,0.45
24815,2024-11-15,16:00:00,24,Cloudy,30,Wind blowing from 100° East to West,0.78,1007,,100.0,East,NO,,0.45
24816,2024-11-15,17:00:00,25,Clear,22,Wind blowing from 100° East to West,0.69,1007,16.0,100.0,East,NO,,0.45
24802,2024-11-15,19:00:00,25,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.69,1010,,50.0,Northeast,NO,19:19:00,0.97
24801,2024-11-15,20:00:00,25,Clear,9,Wind blowing from 90° East to West,0.74,1010,16.0,90.0,East,NO,,0.97
24800,2024-11-15,21:00:00,23,Clear,9,Wind blowing from 130° Southeast to Northwest,0.83,1010,8.0,130.0,Southeast,NO,,0.97
24799,2024-11-15,22:00:00,23,Clear,15,Wind blowing from 120° East-southeast to West-northwest,0.83,1011,8.0,120.0,Southeast,NO,,0.97
24823,2024-11-16,00:00:00,23,Clear,13,Wind blowing from 120° East-southeast to West-northwest,0.89,1010,8.0,120.0,Southeast,NO,,0.97
24829,2024-11-16,00:00:00,24,Clear,15,Wind blowing from 100° East to West,0.83,1010,9.0,100.0,East,NO,,0.97
24831,2024-11-16,00:00:00,25,Light Rain,20,Wind blowing from 90° East to West,0.83,1006,9.0,90.0,East,NO,,0.97
24821,2024-11-16,01:00:00,24,Cloudy,13,Wind blowing from 70° East-northeast to West-southwest,0.78,1010,,70.0,East,NO,,0.97
24820,2024-11-16,02:00:00,24,Cloudy,11,Wind blowing from 50° Northeast to Southwest,0.78,1010,,50.0,Northeast,NO,01:53:00,0.44
24819,2024-11-16,03:00:00,24,Cloudy,11,Wind blowing from 20° North-northeast to South-southwest,0.78,1010,,20.0,North,NO,,0.44
24818,2024-11-16,04:00:00,24,Cloudy,15,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,0.44
24827,2024-11-16,05:00:00,24,Cloudy,19,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,0.44
24828,2024-11-16,06:00:00,24,Cloudy,17,Wind blowing from 350° North to South,0.83,1009,,350.0,North,NO,,0.44
24836,2024-11-16,07:00:00,23,Cloudy,15,Wind blowing from 340° North-northwest to South-southeast,0.89,1009,,340.0,North,NO,,0.44
24830,2024-11-16,08:00:00,23,Cloudy,17,Wind blowing from 340° North-northwest to South-southeast,0.83,1009,,340.0,North,NO,07:53:00,1.38
24841,2024-11-16,09:00:00,24,Cloudy,9,Wind blowing from 0° North to South,0.83,1010,,0.0,North,NO,,1.38
24840,2024-11-16,10:00:00,25,Cloudy,7,Wind blowing from 30° North-northeast to South-southwest,0.79,1009,,30.0,Northeast,NO,,1.38
24839,2024-11-16,11:00:00,24,Cloudy,9,Wind blowing from 30° North-northeast to South-southwest,0.83,1010,,30.0,Northeast,NO,,1.38
24838,2024-11-16,12:00:00,25,Cloudy,9,Wind blowing from 40° Northeast to Southwest,0.79,1010,,40.0,Northeast,NO,,1.38
24837,2024-11-16,13:00:00,26,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.79,1009,,50.0,Northeast,NO,,1.38
24842,2024-11-16,13:00:00,24,Cloudy,26,Wind blowing from 100° East to West,0.78,1009,,100.0,East,NO,,1.38
24835,2024-11-16,14:00:00,24,Cloudy,30,Wind blowing from 110° East-southeast to West-northwest,0.78,1009,,110.0,East,NO,,1.38
24834,2024-11-16,15:00:00,24,Cloudy,24,Wind blowing from 110° East-southeast to West-northwest,0.78,1008,,110.0,East,NO,15:21:00,0.45
24833,2024-11-16,16:00:00,24,Cloudy,30,Wind blowing from 100° East to West,0.78,1007,,100.0,East,NO,,0.45
24832,2024-11-16,17:00:00,25,Clear,22,Wind blowing from 100° East to West,0.69,1007,16.0,100.0,East,NO,,0.45
24822,2024-11-16,19:00:00,25,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.69,1010,,50.0,Northeast,NO,,0.45
24826,2024-11-16,20:00:00,25,Clear,9,Wind blowing from 90° East to West,0.74,1010,16.0,90.0,East,NO,20:11:00,1.14
24825,2024-11-16,21:00:00,23,Clear,9,Wind blowing from 130° Southeast to Northwest,0.83,1010,8.0,130.0,Southeast,NO,,1.14
24824,2024-11-16,22:00:00,23,Clear,15,Wind blowing from 120° East-southeast to West-northwest,0.83,1011,8.0,120.0,Southeast,NO,,1.14
24847,2024-11-17,00:00:00,24,Clear,15,Wind blowing from 100° East to West,0.83,1010,9.0,100.0,East,NO,,1.14
24853,2024-11-17,00:00:00,23,Clear,13,Wind blowing from 120° East-southeast to West-northwest,0.89,1010,8.0,120.0,Southeast,NO,,1.14
24862,2024-11-17,00:00:00,25,Light Rain,20,Wind blowing from 90° East to West,0.83,1006,9.0,90.0,East,NO,,1.14
24846,2024-11-17,01:00:00,24,Cloudy,13,Wind blowing from 70° East-northeast to West-southwest,0.78,1010,,70.0,East,NO,,1.14
24845,2024-11-17,02:00:00,24,Cloudy,11,Wind blowing from 50° Northeast to Southwest,0.78,1010,,50.0,Northeast,NO,,1.14
24844,2024-11-17,03:00:00,24,Cloudy,11,Wind blowing from 20° North-northeast to South-southwest,0.78,1010,,20.0,North,NO,03:10:00,0.46
24843,2024-11-17,04:00:00,24,Cloudy,15,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,0.46
24852,2024-11-17,05:00:00,24,Cloudy,19,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,0.46
24854,2024-11-17,06:00:00,24,Cloudy,17,Wind blowing from 350° North to South,0.83,1009,,350.0,North,NO,,0.46
24855,2024-11-17,07:00:00,23,Cloudy,15,Wind blowing from 340° North-northwest to South-southeast,0.89,1009,,340.0,North,NO,,0.46
24856,2024-11-17,08:00:00,23,Cloudy,17,Wind blowing from 340° North-northwest to South-southeast,0.83,1009,,340.0,North,NO,,0.46
24866,2024-11-17,09:00:00,24,Cloudy,9,Wind blowing from 0° North to South,0.83,1010,,0.0,North,NO,08:44:00,1.32
24865,2024-11-17,10:00:00,25,Cloudy,7,Wind blowing from 30° North-northeast to South-southwest,0.79,1009,,30.0,Northeast,NO,,1.32
24864,2024-11-17,11:00:00,24,Cloudy,9,Wind blowing from 30° North-northeast to South-southwest,0.83,1010,,30.0,Northeast,NO,,1.32
24863,2024-11-17,12:00:00,25,Cloudy,9,Wind blowing from 40° Northeast to Southwest,0.79,1010,,40.0,Northeast,NO,,1.32
24861,2024-11-17,13:00:00,24,Cloudy,26,Wind blowing from 100° East to West,0.78,1009,,100.0,East,NO,,1.32
24867,2024-11-17,13:00:00,26,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.79,1009,,50.0,Northeast,NO,,1.32
24860,2024-11-17,14:00:00,24,Cloudy,30,Wind blowing from 110° East-southeast to West-northwest,0.78,1009,,110.0,East,NO,,1.32
24859,2024-11-17,15:00:00,24,Cloudy,24,Wind blowing from 110° East-southeast to West-northwest,0.78,1008,,110.0,East,NO,,1.32
24858,2024-11-17,16:00:00,24,Cloudy,30,Wind blowing from 100° East to West,0.78,1007,,100.0,East,NO,16:03:00,0.46
24857,2024-11-17,17:00:00,25,Clear,22,Wind blowing from 100° East to West,0.69,1007,16.0,100.0,East,NO,,0.46
24851,2024-11-17,19:00:00,25,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.69,1010,,50.0,Northeast,NO,,0.46
24850,2024-11-17,20:00:00,25,Clear,9,Wind blowing from 90° East to West,0.74,1010,16.0,90.0,East,NO,,0.46
24848,2024-11-17,21:00:00,23,Clear,9,Wind blowing from 130° Southeast to Northwest,0.83,1010,8.0,130.0,Southeast,NO,21:02:00,1.29
24849,2024-11-17,22:00:00,23,Clear,15,Wind blowing from 120° East-southeast to West-northwest,0.83,1011,8.0,120.0,Southeast,NO,,1.29
24872,2024-11-18,00:00:00,24,Clear,15,Wind blowing from 100° East to West,0.83,1010,9.0,100.0,East,NO,,1.29
24878,2024-11-18,00:00:00,23,Clear,13,Wind blowing from 120° East-southeast to West-northwest,0.89,1010,8.0,120.0,Southeast,NO,,1.29
24880,2024-11-18,00:00:00,25,Light Rain,20,Wind blowing from 90° East to West,0.83,1006,9.0,90.0,East,NO,,1.29
24871,2024-11-18,01:00:00,24,Cloudy,13,Wind blowing from 70° East-northeast to West-southwest,0.78,1010,,70.0,East,NO,,1.29
24870,2024-11-18,02:00:00,24,Cloudy,11,Wind blowing from 50° Northeast to Southwest,0.78,1010,,50.0,Northeast,NO,,1.29
24869,2024-11-18,03:00:00,24,Cloudy,11,Wind blowing from 20° North-northeast to South-southwest,0.78,1010,,20.0,North,NO,,1.29
24868,2024-11-18,04:00:00,24,Cloudy,15,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,04:20:00,0.5
24877,2024-11-18,05:00:00,24,Cloudy,19,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,0.5
24879,2024-11-18,06:00:00,24,Cloudy,17,Wind blowing from 350° North to South,0.83,1009,,350.0,North,NO,,0.5
24882,2024-11-18,07:00:00,23,Cloudy,15,Wind blowing from 340° North-northwest to South-southeast,0.89,1009,,340.0,North,NO,,0.5
24881,2024-11-18,08:00:00,23,Cloudy,17,Wind blowing from 340° North-northwest to South-southeast,0.83,1009,,340.0,North,NO,,0.5
24891,2024-11-18,09:00:00,24,Cloudy,9,Wind blowing from 0° North to South,0.83,1010,,0.0,North,NO,,0.5
24890,2024-11-18,10:00:00,25,Cloudy,7,Wind blowing from 30° North-northeast to South-southwest,0.79,1009,,30.0,Northeast,NO,09:32:00,1.22
24889,2024-11-18,11:00:00,24,Cloudy,9,Wind blowing from 30° North-northeast to South-southwest,0.83,1010,,30.0,Northeast,NO,,1.22
24888,2024-11-18,12:00:00,25,Cloudy,9,Wind blowing from 40° Northeast to Southwest,0.79,1010,,40.0,Northeast,NO,,1.22
24886,2024-11-18,13:00:00,24,Cloudy,26,Wind blowing from 100° East to West,0.78,1009,,100.0,East,NO,,1.22
24892,2024-11-18,13:00:00,26,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.79,1009,,50.0,Northeast,NO,,1.22
24885,2024-11-18,14:00:00,24,Cloudy,30,Wind blowing from 110° East-southeast to West-northwest,0.78,1009,,110.0,East,NO,,1.22
24887,2024-11-18,15:00:00,24,Cloudy,24,Wind blowing from 110° East-southeast to West-northwest,0.78,1008,,110.0,East,NO,,1.22
24884,2024-11-18,16:00:00,24,Cloudy,30,Wind blowing from 100° East to West,0.78,1007,,100.0,East,NO,,1.22
24883,2024-11-18,17:00:00,25,Clear,22,Wind blowing from 100° East to West,0.69,1007,16.0,100.0,East,NO,16:43:00,0.47
24876,2024-11-18,19:00:00,25,Cloudy,9,Wind blowing from 50° Northeast to Southwest,0.69,1010,,50.0,Northeast,NO,,0.47
24875,2024-11-18,20:00:00,25,Clear,9,Wind blowing from 90° East to West,0.74,1010,16.0,90.0,East,NO,,0.47
24874,2024-11-18,21:00:00,23,Clear,9,Wind blowing from 130° Southeast to Northwest,0.83,1010,8.0,130.0,Southeast,NO,,0.47
24873,2024-11-18,22:00:00,23,Clear,15,Wind blowing from 120° East-southeast to West-northwest,0.83,1011,8.0,120.0,Southeast,NO,21:53:00,1.41
24897,2024-11-19,00:00:00,24,Clear,15,Wind blowing from 100° East to West,0.83,1010,9.0,100.0,East,NO,,1.41
24903,2024-11-19,00:00:00,23,Clear,13,Wind blowing from 120° East-southeast to West-northwest,0.89,1010,8.0,120.0,Southeast,NO,,1.41
24912,2024-11-19,00:00:00,25,Light Rain,20,Wind blowing from 90° East to West,0.83,1006,9.0,90.0,East,NO,,1.41
24893,2024-11-19,01:00:00,24,Cloudy,13,Wind blowing from 70° East-northeast to West-southwest,0.78,1010,,70.0,East,NO,,1.41
24896,2024-11-19,02:00:00,24,Cloudy,11,Wind blowing from 50° Northeast to Southwest,0.78,1010,,50.0,Northeast,NO,,1.41
24895,2024-11-19,03:00:00,24,Cloudy,11,Wind blowing from 20° North-northeast to South-southwest,0.78,1010,,20.0,North,NO,,1.41
24894,2024-11-19,04:00:00,24,Cloudy,15,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,,1.41
24898,2024-11-19,05:00:00,24,Cloudy,19,Wind blowing from 10° North to South,0.78,1009,,10.0,North,NO,05:27:00,0.54
24904,2024-11-19,06:00:00,24,Cloudy,17,Wind blowing from 350° North to South,0.83,1009,,350.0,North,NO,,0.54
24905,2024-11-19,07:00:00,23,Cloudy,15,Wind blowing from 340° North-northwest to South-southeast,0.89,1009,,340.0,North,NO,,0.54
24906,2024-11-19,08:00:00,23,Cloudy,17,Wind blowing from 340° North-northwest to South-southeast,0.83,1009,,340.0,North,NO,,0.54
24916,2024-11-19,09:00:00,24,Cloudy,9,Wind blowing from 0° North to South,0.83,1010,,0.0,North,NO,,0.54
24915,2024-11-19,10:00:00,25,Cloudy,7,Wind blowing from 30° North-northeast to South-southwest,0.79,1009,,30.0,Northeast,NO,10:18:00,1.1
24914,2024-11-19,11:00:00,24,Cloudy,9,Wind blowing from 30° North-northeast to South-southwest,0.83,1010,,30.0,Northeast,NO,,1.1
24913,2024-11-19,12:00:00,25,Cloudy,9,Wind blowing from 40° Northeast to Southwest,0.79,1010,,40.0,Northeast,NO,,1.1
24911,2024-11-19,13:00:00,24,Cloudy,26,Wind blowing from 100° East to West,0.78,1009,,100.0,East,NO,,1.1
