,date,time,temperature_celsius,weather,wind_speed_km,wind_direction,humidity,barometer_mbar,visibility,degree,Cleaned Wind Direction,alerta_crecida,TIME,HEIGH_m
217,2022-01-08,02:00:00,27,Clear,13,Wind blowing from 70° East-northeast to West-southwest,0.66,1003,16.0,70.0,East,NO,,1.59
215,2022-01-08,03:00:00,27,Cloudy,13,Wind blowing from 40° Northeast to Southwest,0.7,1002,,40.0,Northeast,NO,,1.59
216,2022-01-08,04:00:00,27,Cloudy,17,Wind blowing from 20° North-northeast to South-southwest,0.7,1001,,20.0,North,NO,,1.59
223,2022-01-08,05:00:00,27,Cloudy,15,Wind blowing from 30° North-northeast to South-southwest,0.7,1002,,30.0,Northeast,NO,,1.59
218,2022-01-08,06:00:00,27,Thunderstorms,19,Wind blowing from 10° North to South,0.7,1002,9.0,10.0,North,NO,,1.59
219,2022-01-08,06:00:00,26,Thunderstorms,22,Wind blowing from 300° West-northwest to East-southeast,0.79,1004,6.0,300.0,Northwest,NO,,1.59
220,2022-01-08,06:00:00,26,Cloudy,26,Wind blowing from 330° North-northwest to South-southeast,0.58,1003,,330.0,Northwest,NO,,1.59
210,2022-01-08,07:00:00,25,Cloudy,20,Wind blowing from 300° West-northwest to East-southeast,0.65,1005,8.0,300.0,Northwest,NO,,1.59
221,2022-01-08,08:00:00,24,Light Rain,17,Wind blowing from 300° West-northwest to East-southeast,0.61,1004,9.0,300.0,Northwest,NO,,1.59
222,2022-01-08,09:00:00,25,Light Rain,13,Wind blowing from 280° West to East,0.54,1005,9.0,280.0,West,NO,08:32:00,0.58
211,2022-01-08,10:00:00,23,Light Rain,9,Wind blowing from 290° West-northwest to East-southeast,0.78,1006,9.0,290.0,West,NO,,0.58
214,2022-01-08,11:00:00,24,Light Rain,6,Wind blowing from 240° West-southwest to East-northeast,0.65,1004,9.0,240.0,Southwest,NO,,0.58
206,2022-01-08,12:00:00,23,Light Rain,19,Wind blowing from 310° Northwest to Southeast,0.74,1005,9.0,310.0,Northwest,NO,11:32:00,0.67
209,2022-01-08,12:00:00,24,Light Rain,19,Wind blowing from 340° North-northwest to South-southeast,0.69,1005,9.0,340.0,North,NO,11:32:00,0.67
197,2022-01-08,13:00:00,22,Light Rain,30,Wind blowing from 300° West-northwest to East-southeast,0.78,1007,9.0,300.0,Northwest,NO,,0.67
198,2022-01-08,13:00:00,21,Thunderstorms,32,Wind blowing from 300° West-northwest to East-southeast,0.83,1007,8.0,300.0,Northwest,NO,,0.67
199,2022-01-08,14:00:00,21,Light Rain,24,Wind blowing from 340° North-northwest to South-southeast,0.88,1004,9.0,340.0,North,NO,,0.67
196,2022-01-08,15:00:00,22,Cloudy,17,Wind blowing from 10° North to South,0.83,1004,,10.0,North,NO,,0.67
200,2022-01-08,16:00:00,23,Cloudy,15,Wind blowing from 20° North-northeast to South-southwest,0.83,1004,,20.0,North,NO,,0.67
208,2022-01-08,17:00:00,23,Cloudy,13,Wind blowing from 340° North-northwest to South-southeast,0.78,1003,,340.0,North,NO,,0.67
202,2022-01-08,18:00:00,24,Cloudy,11,Wind blowing from 330° North-northwest to South-southeast,0.74,1002,,330.0,Northwest,NO,,0.67
203,2022-01-08,19:00:00,24,Cloudy,11,Wind blowing from 60° East-northeast to West-southwest,0.74,1002,,60.0,Northeast,NO,19:03:00,0.25
204,2022-01-08,20:00:00,24,Cloudy,11,Wind blowing from 10° North to South,0.74,1004,,10.0,North,NO,,0.25
205,2022-01-08,21:00:00,23,Cloudy,7,Wind blowing from 0° North to South,0.78,1004,,0.0,North,NO,,0.25
201,2022-01-08,22:00:00,23,Clear,7,Wind blowing from 330° North-northwest to South-southeast,0.78,1004,16.0,330.0,Northwest,NO,,0.25
207,2022-01-08,23:00:00,22,Clear,4,Wind blowing from 0° North to South,0.83,1005,16.0,0.0,North,NO,,0.25
246,2022-01-09,00:00:00,28,Clear,24,Wind blowing from 100° East to West,0.55,1004,16.0,100.0,East,NO,,0.25
240,2022-01-09,01:00:00,28,Clear,17,Wind blowing from 90° East to West,0.58,1003,16.0,90.0,East,NO,,0.25
241,2022-01-09,02:00:00,27,Clear,13,Wind blowing from 70° East-northeast to West-southwest,0.66,1003,16.0,70.0,East,NO,01:35:00,1.57
242,2022-01-09,03:00:00,27,Cloudy,13,Wind blowing from 40° Northeast to Southwest,0.7,1002,,40.0,Northeast,NO,,1.57
243,2022-01-09,04:00:00,27,Cloudy,17,Wind blowing from 20° North-northeast to South-southwest,0.7,1001,,20.0,North,NO,,1.57
244,2022-01-09,05:00:00,27,Cloudy,15,Wind blowing from 30° North-northeast to South-southwest,0.7,1002,,30.0,Northeast,NO,,1.57
245,2022-01-09,06:00:00,27,Thunderstorms,19,Wind blowing from 10° North to South,0.7,1002,9.0,10.0,North,NO,,1.57
247,2022-01-09,06:00:00,26,Cloudy,26,Wind blowing from 330° North-northwest to South-southeast,0.58,1003,,330.0,Northwest,NO,,1.57
251,2022-01-09,06:00:00,26,Thunderstorms,22,Wind blowing from 300° West-northwest to East-southeast,0.79,1004,6.0,300.0,Northwest,NO,,1.57
248,2022-01-09,07:00:00,25,Cloudy,20,Wind blowing from 300° West-northwest to East-southeast,0.65,1005,8.0,300.0,Northwest,NO,,1.57
249,2022-01-09,08:00:00,24,Light Rain,17,Wind blowing from 300° West-northwest to East-southeast,0.61,1004,9.0,300.0,Northwest,NO,,1.57
239,2022-01-09,09:00:00,25,Light Rain,13,Wind blowing from 280° West to East,0.54,1005,9.0,280.0,West,NO,,1.57
250,2022-01-09,10:00:00,23,Light Rain,9,Wind blowing from 290° West-northwest to East-southeast,0.78,1006,9.0,290.0,West,NO,09:41:00,0.55
237,2022-01-09,11:00:00,24,Light Rain,6,Wind blowing from 240° West-southwest to East-northeast,0.65,1004,9.0,240.0,Southwest,NO,,0.55
235,2022-01-09,12:00:00,24,Light Rain,19,Wind blowing from 340° North-northwest to South-southeast,0.69,1005,9.0,340.0,North,NO,,0.55
238,2022-01-09,12:00:00,23,Light Rain,19,Wind blowing from 310° Northwest to Southeast,0.74,1005,9.0,310.0,Northwest,NO,,0.55
224,2022-01-09,13:00:00,22,Light Rain,30,Wind blowing from 300° West-northwest to East-southeast,0.78,1007,9.0,300.0,Northwest,NO,12:43:00,0.6
226,2022-01-09,13:00:00,21,Thunderstorms,32,Wind blowing from 300° West-northwest to East-southeast,0.83,1007,8.0,300.0,Northwest,NO,12:43:00,0.6
227,2022-01-09,14:00:00,21,Light Rain,24,Wind blowing from 340° North-northwest to South-southeast,0.88,1004,9.0,340.0,North,NO,,0.6
230,2022-01-09,15:00:00,22,Cloudy,17,Wind blowing from 10° North to South,0.83,1004,,10.0,North,NO,,0.6
228,2022-01-09,16:00:00,23,Cloudy,15,Wind blowing from 20° North-northeast to South-southwest,0.83,1004,,20.0,North,NO,,0.6
225,2022-01-09,17:00:00,23,Cloudy,13,Wind blowing from 340° North-northwest to South-southeast,0.78,1003,,340.0,North,NO,,0.6
229,2022-01-09,18:00:00,24,Cloudy,11,Wind blowing from 330° North-northwest to South-southeast,0.74,1002,,330.0,Northwest,NO,,0.6
236,2022-01-09,19:00:00,24,Cloudy,11,Wind blowing from 60° East-northeast to West-southwest,0.74,1002,,60.0,Northeast,NO,,0.6
231,2022-01-09,20:00:00,24,Cloudy,11,Wind blowing from 10° North to South,0.74,1004,,10.0,North,NO,19:48:00,0.26
232,2022-01-09,21:00:00,23,Cloudy,7,Wind blowing from 0° North to South,0.78,1004,,0.0,North,NO,,0.26
233,2022-01-09,22:00:00,23,Clear,7,Wind blowing from 330° North-northwest to South-southeast,0.78,1004,16.0,330.0,Northwest,NO,,0.26
234,2022-01-09,23:00:00,22,Clear,4,Wind blowing from 0° North to South,0.83,1005,16.0,0.0,North,NO,,0.26
268,2022-01-10,00:00:00,28,Clear,24,Wind blowing from 100° East to West,0.55,1004,16.0,100.0,East,NO,,0.26
269,2022-01-10,01:00:00,28,Clear,17,Wind blowing from 90° East to West,0.58,1003,16.0,90.0,East,NO,,0.26
270,2022-01-10,02:00:00,27,Clear,13,Wind blowing from 70° East-northeast to West-southwest,0.66,1003,16.0,70.0,East,NO,,0.26
273,2022-01-10,03:00:00,27,Cloudy,13,Wind blowing from 40° Northeast to Southwest,0.7,1002,,40.0,Northeast,NO,02:37:00,1.52
271,2022-01-10,04:00:00,27,Cloudy,17,Wind blowing from 20° North-northeast to South-southwest,0.7,1001,,20.0,North,NO,,1.52
272,2022-01-10,05:00:00,27,Cloudy,15,Wind blowing from 30° North-northeast to South-southwest,0.7,1002,,30.0,Northeast,NO,,1.52
274,2022-01-10,06:00:00,26,Thunderstorms,22,Wind blowing from 300° West-northwest to East-southeast,0.79,1004,6.0,300.0,Northwest,NO,,1.52
275,2022-01-10,06:00:00,26,Cloudy,26,Wind blowing from 330° North-northwest to South-southeast,0.58,1003,,330.0,Northwest,NO,,1.52
279,2022-01-10,06:00:00,27,Thunderstorms,19,Wind blowing from 10° North to South,0.7,1002,9.0,10.0,North,NO,,1.52
276,2022-01-10,07:00:00,25,Cloudy,20,Wind blowing from 300° West-northwest to East-southeast,0.65,1005,8.0,300.0,Northwest,NO,,1.52
277,2022-01-10,08:00:00,24,Light Rain,17,Wind blowing from 300° West-northwest to East-southeast,0.61,1004,9.0,300.0,Northwest,NO,,1.52
278,2022-01-10,09:00:00,25,Light Rain,13,Wind blowing from 280° West to East,0.54,1005,9.0,280.0,West,NO,,1.52
267,2022-01-10,10:00:00,23,Light Rain,9,Wind blowing from 290° West-northwest to East-southeast,0.78,1006,9.0,290.0,West,NO,,1.52
266,2022-01-10,11:00:00,24,Light Rain,6,Wind blowing from 240° West-southwest to East-northeast,0.65,1004,9.0,240.0,Southwest,NO,10:52:00,0.52
263,2022-01-10,12:00:00,23,Light Rain,19,Wind blowing from 310° Northwest to Southeast,0.74,1005,9.0,310.0,Northwest,NO,,0.52
265,2022-01-10,12:00:00,24,Light Rain,19,Wind blowing from 340° North-northwest to South-southeast,0.69,1005,9.0,340.0,North,NO,,0.52
253,2022-01-10,13:00:00,22,Light Rain,30,Wind blowing from 300° West-northwest to East-southeast,0.78,1007,9.0,300.0,Northwest,NO,,0.52
254,2022-01-10,13:00:00,21,Thunderstorms,32,Wind blowing from 300° West-northwest to East-southeast,0.83,1007,8.0,300.0,Northwest,NO,,0.52
255,2022-01-10,14:00:00,21,Light Rain,24,Wind blowing from 340° North-northwest to South-southeast,0.88,1004,9.0,340.0,North,NO,,0.52
256,2022-01-10,15:00:00,22,Cloudy,17,Wind blowing from 10° North to South,0.83,1004,,10.0,North,NO,14:41:00,0.58
257,2022-01-10,16:00:00,23,Cloudy,15,Wind blowing from 20° North-northeast to South-southwest,0.83,1004,,20.0,North,NO,,0.58
264,2022-01-10,17:00:00,23,Cloudy,13,Wind blowing from 340° North-northwest to South-southeast,0.78,1003,,340.0,North,NO,,0.58
259,2022-01-10,18:00:00,24,Cloudy,11,Wind blowing from 330° North-northwest to South-southeast,0.74,1002,,330.0,Northwest,NO,,0.58
258,2022-01-10,19:00:00,24,Cloudy,11,Wind blowing from 60° East-northeast to West-southwest,0.74,1002,,60.0,Northeast,NO,,0.58
260,2022-01-10,20:00:00,24,Cloudy,11,Wind blowing from 10° North to South,0.74,1004,,10.0,North,NO,,0.58
261,2022-01-10,21:00:00,23,Cloudy,7,Wind blowing from 0° North to South,0.78,1004,,0.0,North,NO,20:33:00,0.31
262,2022-01-10,22:00:00,23,Clear,7,Wind blowing from 330° North-northwest to South-southeast,0.78,1004,16.0,330.0,Northwest,NO,,0.31
252,2022-01-10,23:00:00,22,Clear,4,Wind blowing from 0° North to South,0.83,1005,16.0,0.0,North,NO,,0.31
296,2022-01-11,00:00:00,28,Clear,24,Wind blowing from 100° East to West,0.55,1004,16.0,100.0,East,YES,,0.31
297,2022-01-11,01:00:00,28,Clear,17,Wind blowing from 90° East to West,0.58,1003,16.0,90.0,East,YES,,0.31
298,2022-01-11,02:00:00,27,Clear,13,Wind blowing from 70° East-northeast to West-southwest,0.66,1003,16.0,70.0,East,YES,,0.31
301,2022-01-11,03:00:00,27,Cloudy,13,Wind blowing from 40° Northeast to Southwest,0.7,1002,,40.0,Northeast,YES,,0.31
299,2022-01-11,04:00:00,27,Cloudy,17,Wind blowing from 20° North-northeast to South-southwest,0.7,1001,,20.0,North,YES,03:34:00,1.47
300,2022-01-11,05:00:00,27,Cloudy,15,Wind blowing from 30° North-northeast to South-southwest,0.7,1002,,30.0,Northeast,YES,,1.47
302,2022-01-11,06:00:00,26,Thunderstorms,22,Wind blowing from 300° West-northwest to East-southeast,0.79,1004,6.0,300.0,Northwest,YES,,1.47
303,2022-01-11,06:00:00,26,Cloudy,26,Wind blowing from 330° North-northwest to South-southeast,0.58,1003,,330.0,Northwest,YES,,1.47
307,2022-01-11,06:00:00,27,Thunderstorms,19,Wind blowing from 10° North to South,0.7,1002,9.0,10.0,North,YES,,1.47
304,2022-01-11,07:00:00,25,Cloudy,20,Wind blowing from 300° West-northwest to East-southeast,0.65,1005,8.0,300.0,Northwest,YES,,1.47
305,2022-01-11,08:00:00,24,Light Rain,17,Wind blowing from 300° West-northwest to East-southeast,0.61,1004,9.0,300.0,Northwest,YES,,1.47
306,2022-01-11,09:00:00,25,Light Rain,13,Wind blowing from 280° West to East,0.54,1005,9.0,280.0,West,YES,,1.47
295,2022-01-11,10:00:00,23,Light Rain,9,Wind blowing from 290° West-northwest to East-southeast,0.78,1006,9.0,290.0,West,YES,,1.47
294,2022-01-11,11:00:00,24,Light Rain,6,Wind blowing from 240° West-southwest to East-northeast,0.65,1004,9.0,240.0,Southwest,YES,,1.47
291,2022-01-11,12:00:00,23,Light Rain,19,Wind blowing from 310° Northwest to Southeast,0.74,1005,9.0,310.0,Northwest,YES,11:51:00,0.51
293,2022-01-11,12:00:00,24,Light Rain,19,Wind blowing from 340° North-northwest to South-southeast,0.69,1005,9.0,340.0,North,YES,11:51:00,0.51
281,2022-01-11,13:00:00,22,Light Rain,30,Wind blowing from 300° West-northwest to East-southeast,0.78,1007,9.0,300.0,Northwest,YES,,0.51
282,2022-01-11,13:00:00,21,Thunderstorms,32,Wind blowing from 300° West-northwest to East-southeast,0.83,1007,8.0,300.0,Northwest,YES,,0.51
283,2022-01-11,14:00:00,21,Light Rain,24,Wind blowing from 340° North-northwest to South-southeast,0.88,1004,9.0,340.0,North,YES,,0.51
284,2022-01-11,15:00:00,22,Cloudy,17,Wind blowing from 10° North to South,0.83,1004,,10.0,North,YES,,0.51
280,2022-01-11,16:00:00,23,Cloudy,15,Wind blowing from 20° North-northeast to South-southwest,0.83,1004,,20.0,North,YES,16:02:00,0.62
285,2022-01-11,17:00:00,23,Cloudy,13,Wind blowing from 340° North-northwest to South-southeast,0.78,1003,,340.0,North,YES,,0.62
292,2022-01-11,18:00:00,24,Cloudy,11,Wind blowing from 330° North-northwest to South-southeast,0.74,1002,,330.0,Northwest,YES,,0.62
287,2022-01-11,19:00:00,24,Cloudy,11,Wind blowing from 60° East-northeast to West-southwest,0.74,1002,,60.0,Northeast,YES,,0.62
288,2022-01-11,20:00:00,24,Cloudy,11,Wind blowing from 10° North to South,0.74,1004,,10.0,North,YES,,0.62
289,2022-01-11,21:00:00,23,Cloudy,7,Wind blowing from 0° North to South,0.78,1004,,0.0,North,YES,21:18:00,0.38
290,2022-01-11,22:00:00,23,Clear,7,Wind blowing from 330° North-northwest to South-southeast,0.78,1004,16.0,330.0,Northwest,YES,,0.38
286,2022-01-11,23:00:00,22,Clear,4,Wind blowing from 0° North to South,0.83,1005,16.0,0.0,North,YES,,0.38
324,2022-01-12,00:00:00,28,Clear,24,Wind blowing from 100° East to West,0.55,1004,16.0,100.0,East,YES,,0.38
325,2022-01-12,01:00:00,28,Clear,17,Wind blowing from 90° East to West,0.58,1003,16.0,90.0,East,YES,,0.38
326,2022-01-12,02:00:00,27,Clear,13,Wind blowing from 70° East-northeast to West-southwest,0.66,1003,16.0,70.0,East,YES,,0.38
329,2022-01-12,03:00:00,27,Cloudy,13,Wind blowing from 40° Northeast to Southwest,0.7,1002,,40.0,Northeast,YES,,0.38
327,2022-01-12,04:00:00,27,Cloudy,17,Wind blowing from 20° North-northeast to South-southwest,0.7,1001,,20.0,North,YES,04:25:00,1.4
328,2022-01-12,05:00:00,27,Cloudy,15,Wind blowing from 30° North-northeast to South-southwest,0.7,1002,,30.0,Northeast,YES,,1.4
330,2022-01-12,06:00:00,26,Thunderstorms,22,Wind blowing from 300° West-northwest to East-southeast,0.79,1004,6.0,300.0,Northwest,YES,,1.4
331,2022-01-12,06:00:00,26,Cloudy,26,Wind blowing from 330° North-northwest to South-southeast,0.58,1003,,330.0,Northwest,YES,,1.4
335,2022-01-12,06:00:00,27,Thunderstorms,19,Wind blowing from 10° North to South,0.7,1002,9.0,10.0,North,YES,,1.4
332,2022-01-12,07:00:00,25,Cloudy,20,Wind blowing from 300° West-northwest to East-southeast,0.65,1005,8.0,300.0,Northwest,YES,,1.4
333,2022-01-12,08:00:00,24,Light Rain,17,Wind blowing from 300° West-northwest to East-southeast,0.61,1004,9.0,300.0,Northwest,YES,,1.4
334,2022-01-12,09:00:00,25,Light Rain,13,Wind blowing from 280° West to East,0.54,1005,9.0,280.0,West,YES,,1.4
323,2022-01-12,10:00:00,23,Light Rain,9,Wind blowing from 290° West-northwest to East-southeast,0.78,1006,9.0,290.0,West,YES,,1.4
322,2022-01-12,11:00:00,24,Light Rain,6,Wind blowing from 240° West-southwest to East-northeast,0.65,1004,9.0,240.0,Southwest,YES,,1.4
319,2022-01-12,12:00:00,23,Light Rain,19,Wind blowing from 310° Northwest to Southeast,0.74,1005,9.0,310.0,Northwest,YES,,1.4
321,2022-01-12,12:00:00,24,Light Rain,19,Wind blowing from 340° North-northwest to South-southeast,0.69,1005,9.0,340.0,North,YES,,1.4
309,2022-01-12,13:00:00,22,Light Rain,30,Wind blowing from 300° West-northwest to East-southeast,0.78,1007,9.0,300.0,Northwest,YES,12:31:00,0.51
310,2022-01-12,13:00:00,21,Thunderstorms,32,Wind blowing from 300° West-northwest to East-southeast,0.83,1007,8.0,300.0,Northwest,YES,12:31:00,0.51
311,2022-01-12,14:00:00,21,Light Rain,24,Wind blowing from 340° North-northwest to South-southeast,0.88,1004,9.0,340.0,North,YES,,0.51
312,2022-01-12,15:00:00,22,Cloudy,17,Wind blowing from 10° North to South,0.83,1004,,10.0,North,YES,,0.51
308,2022-01-12,16:00:00,23,Cloudy,15,Wind blowing from 20° North-northeast to South-southwest,0.83,1004,,20.0,North,YES,,0.51
313,2022-01-12,17:00:00,23,Cloudy,13,Wind blowing from 340° North-northwest to South-southeast,0.78,1003,,340.0,North,YES,17:03:00,0.7
320,2022-01-12,18:00:00,24,Cloudy,11,Wind blowing from 330° North-northwest to South-southeast,0.74,1002,,330.0,Northwest,YES,,0.7
315,2022-01-12,19:00:00,24,Cloudy,11,Wind blowing from 60° East-northeast to West-southwest,0.74,1002,,60.0,Northeast,YES,,0.7
316,2022-01-12,20:00:00,24,Cloudy,11,Wind blowing from 10° North to South,0.74,1004,,10.0,North,YES,,0.7
317,2022-01-12,21:00:00,23,Cloudy,7,Wind blowing from 0° North to South,0.78,1004,,0.0,North,YES,,0.7
318,2022-01-12,22:00:00,23,Clear,7,Wind blowing from 330° North-northwest to South-southeast,0.78,1004,16.0,330.0,Northwest,YES,22:03:00,0.48
314,2022-01-12,23:00:00,22,Clear,4,Wind blowing from 0° North to South,0.83,1005,16.0,0.0,North,YES,,0.48
353,2022-01-13,00:00:00,28,Clear,24,Wind blowing from 100° East to West,0.55,1004,16.0,100.0,East,NO,,0.48
354,2022-01-13,01:00:00,28,Clear,17,Wind blowing from 90° East to West,0.58,1003,16.0,90.0,East,NO,,0.48
357,2022-01-13,02:00:00,27,Clear,13,Wind blowing from 70° East-northeast to West-southwest,0.66,1003,16.0,70.0,East,NO,,0.48
355,2022-01-13,03:00:00,27,Cloudy,13,Wind blowing from 40° Northeast to Southwest,0.7,1002,,40.0,Northeast,NO,,0.48
356,2022-01-13,04:00:00,27,Cloudy,17,Wind blowing from 20° North-northeast to South-southwest,0.7,1001,,20.0,North,NO,,0.48
363,2022-01-13,05:00:00,27,Cloudy,15,Wind blowing from 30° North-northeast to South-southwest,0.7,1002,,30.0,Northeast,NO,05:12:00,1.33
358,2022-01-13,06:00:00,27,Thunderstorms,19,Wind blowing from 10° North to South,0.7,1002,9.0,10.0,North,NO,,1.33
359,2022-01-13,06:00:00,26,Thunderstorms,22,Wind blowing from 300° West-northwest to East-southeast,0.79,1004,6.0,300.0,Northwest,NO,,1.33
360,2022-01-13,06:00:00,26,Cloudy,26,Wind blowing from 330° North-northwest to South-southeast,0.58,1003,,330.0,Northwest,NO,,1.33
361,2022-01-13,07:00:00,25,Cloudy,20,Wind blowing from 300° West-northwest to East-southeast,0.65,1005,8.0,300.0,Northwest,NO,,1.33
362,2022-01-13,08:00:00,24,Light Rain,17,Wind blowing from 300° West-northwest to East-southeast,0.61,1004,9.0,300.0,Northwest,NO,,1.33
351,2022-01-13,09:00:00,25,Light Rain,13,Wind blowing from 280° West to East,0.54,1005,9.0,280.0,West,NO,,1.33
352,2022-01-13,10:00:00,23,Light Rain,9,Wind blowing from 290° West-northwest to East-southeast,0.78,1006,9.0,290.0,West,NO,,1.33
349,2022-01-13,11:00:00,24,Light Rain,6,Wind blowing from 240° West-southwest to East-northeast,0.65,1004,9.0,240.0,Southwest,NO,,1.33
337,2022-01-13,12:00:00,23,Light Rain,19,Wind blowing from 310° Northwest to Southeast,0.74,1005,9.0,310.0,Northwest,NO,,1.33
347,2022-01-13,12:00:00,24,Light Rain,19,Wind blowing from 340° North-northwest to South-southeast,0.69,1005,9.0,340.0,North,NO,,1.33
338,2022-01-13,13:00:00,22,Light Rain,30,Wind blowing from 300° West-northwest to East-southeast,0.78,1007,9.0,300.0,Northwest,NO,13:01:00,0.51
339,2022-01-13,13:00:00,21,Thunderstorms,32,Wind blowing from 300° West-northwest to East-southeast,0.83,1007,8.0,300.0,Northwest,NO,13:01:00,0.51
340,2022-01-13,14:00:00,21,Light Rain,24,Wind blowing from 340° North-northwest to South-southeast,0.88,1004,9.0,340.0,North,NO,,0.51
336,2022-01-13,15:00:00,22,Cloudy,17,Wind blowing from 10° North to South,0.83,1004,,10.0,North,NO,,0.51
341,2022-01-13,16:00:00,23,Cloudy,15,Wind blowing from 20° North-northeast to South-southwest,0.83,1004,,20.0,North,NO,,0.51
